Year,Month,Day,Eel_count,Season,Region,Invasion_Year,Years_Since_Invasion,Invasion_Status,Site and Plot,Site,Mass_g,TL_mm,AMPHOP,ANAJUN,APHPAC,BELSPP,BRAGRA,CELSPP,CHASPP,CICSPP,CICURO,COENAG,COLEOL,CORING,CYBSPP,DETRIT,DOLICH,DYTCEL,DYTSPP,EGG,ELAEVE,ENNGLO,ERYSIM,ERYSPP,FUNCHR,GAMHOL,HAISPP,HEMLET,HETFOR,HYDSPP,JORFLO,LIBSPP,LUCGOO,MACBAL,MONALB,NEOUNI,ODONAT,PACLON,PALPAL,PELBAL,PELFEM,PELSPP,PHIFLO,PLASPP,PROFAL,RANATP,STRATI,TABANI,UNIDEN,UNIFIS,UNIINV,VEGET,AMPHOP_mass,ANAJUN_mass,APHPAC_mass,BELSPP_mass,BRAGRA_mass,CELSPP_mass,CHASPP_mass,CICSPP_mass,CICURO_mass,COENAG_mass,COLEOL_mass,CORING_mass,CYBSPP_mass,DETRIT_mass,DOLICH_mass,DYTCEL_mass,DYTSPP_mass,EGG_mass,ELAEVE_mass,ENNGLO_mass,ERYSIM_mass,ERYSPP_mass,FUNCHR_mass,GAMHOL_mass,HAISPP_mass,HEMLET_mass,HETFOR_mass,HYDSPP_mass,JORFLO_mass,LIBSPP_mass,LUCGOO_mass,MACBAL_mass,MONALB_mass,NEOUNI_mass,ODONAT_mass,PACLON_mass,PALPAL_mass,PELBAL_mass,PELFEM_mass,PELSPP_mass,PHIFLO_mass,PLASPP_mass,PROFAL_mass,RANATP_mass,STRATI_mass,TABANI_mass,UNIDEN_mass,UNIFIS_mass,UNIINV_mass,VEGET_mass,NOPREY,Comments
2021,4,13,491,2,WCA 3B,2018,3,Colonizing,DPM,C2B,60,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,4,13,492,2,WCA 3B,2018,3,Colonizing,DPM,C2B,100,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0348,,,,,,,,,,,,,,,,,,,,,
2021,4,13,493,2,WCA 3B,2018,3,Colonizing,DPM,C1E,50,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,NA,NA,494,NA,WCA 3B,2018,3,Colonizing,DPM,DB3,50,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0086,,0.0117,,,,,,,,,,,,,,,
2021,4,13,495,2,WCA 3B,2018,3,Colonizing,DPM,DB3,65,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,4,13,496,2,WCA 3B,2018,3,Colonizing,DPM,DB3,165,520,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4,13,497,2,WCA 3B,2018,3,Colonizing,DPM,DL,135,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0034,,,
2023,11,7,498,4,TSL,2013,10,Established,TSA,TS,16.3,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0136,,,,,,0.0223,,,,,,,,,,,,,,,
2023,11,17,499,4,WCA 3A,2022,1,Colonizing,5A,5,4.6,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0091,,,,
2023,11,17,500,4,WCA 3A,2022,1,Colonizing,5A,5,50.4,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0053,,,,,,,,0.0094,,,0.0309,,,,
2023,11,9,501,4,SRS,2020,3,Colonizing,7A,7,17,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0041,,,,,,,
2023,11,9,502,4,SRS,2020,3,Colonizing,7A,7,20.1,290,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,11,7,503,4,TSL,2012,11,Established,AH3,MD,34.5,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0052,,,,,,,,,,,,,,,,,,,,,
2023,10,31,504,4,WCA 3A,2022,1,Colonizing,2,2,44,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0263,,,,,,,,,,,,0.0079,,,,,,,,,
2023,8,11,505,3,SRS,2020,3,Colonizing,37A,37,36.9,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2023,11,3,506,4,WCA 3B,2017,6,Established,7A,7,10.2,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0027,,,,,,,,,,,,,,,,,
2023,11,3,507,4,WCA 3B,2017,6,Established,7A,7,28.3,320,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0.0074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,11,3,508,4,WCA 3B,2017,6,Established,7A,7,124.3,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,11,8,509,4,SRS,2020,3,Colonizing,37B,37,105,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0232,,,,,,,,0.0095,,,,,,,,,
2023,11,6,510,4,TSL,2013,10,Established,CPA,CP,310.1,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0029,,,,,,,,,,0.0037,,,,,,,,,,,,,,,,,
2023,11,17,511,4,WCA 3A,2022,1,Colonizing,5B,5,316.1,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2023,11,17,512,4,WCA 3A,2022,1,Colonizing,5B,5,35.8,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0153,,,,,,,,,,,,,,,,,,,,,
2023,11,17,513,4,WCA 3A,2022,1,Colonizing,5B,5,37.1,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0599,,,,,,
2023,11,17,514,4,WCA 3A,2022,1,Colonizing,5B,5,16.9,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2023,11,14,515,4,WCA 3A,2021,2,Colonizing,4B,4,370,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1601,,,,,,,,,
2023,11,14,516,4,WCA 3A,2021,2,Colonizing,4B,4,23.2,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0021,,,,,,,,,,,,,,,,,,,,,
2023,11,14,517,4,WCA 3A,2021,2,Colonizing,4B,4,15.7,261,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000003706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,11,14,518,4,WCA 3A,2021,2,Colonizing,4B,4,2.1,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2023,11,7,519,4,TSL,2013,10,Established,TSC,TS,530.2,815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0372,,,,,,,,,,
2023,10,31,520,4,WCA 3A,2022,1,Colonizing,2A,2,1.5,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2023,10,31,521,4,WCA 3A,2022,1,Colonizing,2C,2,6.5,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2023,10,30,522,4,WCA 3A,2021,2,Colonizing,3A,3,5.6,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2023,10,30,523,4,WCA 3A,2021,2,Colonizing,3A,3,24.7,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014,,,,,,,,,,,,,,,,,
2023,11,2,524,4,PHD,2011,12,Established,AH62A,A62,37.9,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,,,,,,,,,,,,,,,,,
2023,11,20,525,4,WCA 3A,2023,0,Colonizing,9B,9,8,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2023,11,8,526,4,SRS,2020,3,Colonizing,8C,8,26.9,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0284,,,,,,,,,,,,,,,,,
2023,11,2,527,4,PHD,2011,12,Established,EF62B,A62,26.4,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2023,11,3,528,4,WCA 3B,2017,6,Established,7B,7,7.9,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,11,3,529,4,WCA 3B,2017,6,Established,7B,7,15.3,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0076,,,,,,0.005,,0.0008,,,,,,,
2023,11,3,530,4,WCA 3A,2022,1,Colonizing,2,2,83.6,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0124,,,,,,,,0.1923,,,,,,,,,
2023,11,3,531,4,WCA 3A,2022,1,Colonizing,2,2,43.8,369,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0.0154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0032,,,,,,,,,,,,,,,,,
2023,11,3,532,4,WCA 3A,2022,1,Colonizing,2,2,75.5,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0099,,,,,,,,,,,,,,,
2023,11,3,533,4,WCA 3A,2022,1,Colonizing,2,2,31.7,335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000169,,,,,,,,,,,,,,,,,,,,,0.0101,,,,,,,,,,,,,0.0051,,,,,,,,,,,,,,,,,
2023,11,3,534,4,WCA 3A,2022,1,Colonizing,2,2,2.5,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,11,3,535,4,WCA 3B,2017,6,Established,AH72,7,11.5,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2023,11,2,536,4,PHD,2011,12,Established,EF62A,A62,50.8,389,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,0.0073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0044,,,,,,,
2023,11,2,537,4,PHD,2011,12,Established,EF62A,A62,19.9,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0.0119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,11,20,538,4,WCA 3A,2023,0,Colonizing,10C,10,313.2,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0513,,,,,0.0209,,,,
2023,10,31,539,4,WCA 3A,2022,1,Colonizing,2A,2,83.8,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0156,,,,,0.0053,,,,,,,,,,,,,,,,,
2023,10,31,540,4,WCA 3A,2022,1,Colonizing,2A,2,230.2,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0181,,,,,,,,0.0978,,,,,,,,,
2023,10,31,541,4,WCA 3A,2022,1,Colonizing,2A,2,215.3,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2438,,,,,,,,,
2023,10,31,542,4,WCA 3A,2022,1,Colonizing,2A,2,64.8,395,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,,,0.0062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0808,,,,,,,,,
2023,10,31,543,4,WCA 3A,2022,1,Colonizing,2A,2,73.4,404,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,0.0053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0613,,,,,,,,,
2023,10,31,544,4,WCA 3A,2022,1,Colonizing,2A,2,27,319,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0.0354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,11,2,545,4,PHD,2011,12,Established,EF62C,A62,368.9,696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,11,7,546,4,TSL,2013,10,Established,TSB,TS,197.7,608,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,,,,0.0243,,,,,,,,0.2158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2391,,,,,,,0.0508,,,
2023,11,7,547,4,TSL,2013,10,Established,TSB,TS,130.3,510,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0473,,,,,,,,,,,,,,,,,
2023,11,9,548,4,SRS,2020,3,Colonizing,7C,7,12.8,261,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.000001687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0363,,,,,,,,,
2023,11,9,549,4,SRS,2020,3,Colonizing,7C,7,576.3,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6465,,,,,,,,,
2024,1,24,550,1,SRS,2018,6,Established,AHCFP,6,44.9,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0099,,,
2024,1,22,551,1,SRS,2020,4,Colonizing,37C,37,118.1,478,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,0.0046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0124,,,,,,0.0105,,,,,,,,,
2024,1,26,552,1,WCA 3A,2021,3,Colonizing,1B,1,85.5,445,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.000000977,,,,,0.0137,,,,,,,,,,,,,,,,,,,0.0075,,,,,,,,,,,,0.0264,,,,,,0.0488,,,,,,,,,
2024,1,26,553,1,WCA 3A,2021,3,Colonizing,1B,1,61.3,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1262,,,,,,,,,,,,,,,,,,,
2024,1,17,554,1,TSL,2013,11,Established,TSA,TS,22.6,309,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,1,17,555,1,TSL,2013,11,Established,TSA,TS,351.5,700,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,0.1189,,,,,,,,,,,,,,,,,,,0.0279,,,,,,,,,,0.0675,,,,,,,,0.0148,,,,,,,,,
2024,1,18,556,1,TSL,2013,11,Established,TSC,TS,22.2,305,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000002138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,1,18,557,1,TSL,2013,11,Established,TSC,TS,33.5,339,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
